,tweets,likes,time,sentiment,confidence
125,"Today's #Banknifty low 28826.
It should fall more as US election rally is over now.
Covid cases is increasing at raâ€¦ https://t.co/KD8gnLDrIV",2,Thu Nov 19 13:48:45 +0000 2020,NEGATIVE,0.9182608723640442
126,"Nifty Major Support at 11750, It has to sustain 11800 to bounce towards 13000! 
Any Suggestions?
 #mamamoo #Indiaâ€¦ https://t.co/ivWBWHcdzg",0,Wed Nov 18 14:21:22 +0000 2020,POSITIVE,0.9749916791915894
127,Time to buy some stocks of Pfizer ðŸ˜… ! #Covid_19 #vaccine https://t.co/EYMARFnfyv,0,Wed Nov 18 13:25:04 +0000 2020,POSITIVE,0.8146404027938843
128,Keep an eye on #ginni filament Target 20+ #ginnifila #Share #BreakOutWatch #Breakout #Covid_19 #nifty50 #sensex #IDEA,0,Wed Nov 18 07:59:21 +0000 2020,POSITIVE,0.9972965121269226
129,News Update: RBI enforces merger of Laxmi Vilas Bank with DBS BankðŸ¦ #NiftyBank #stocks #markets #movies #Movemberâ€¦ https://t.co/XDz3uen9Um,1,Wed Nov 18 06:44:09 +0000 2020,NEGATIVE,0.9975263476371765
130,Asian equities hit a record high on Monday as investors set aside fears about rising #coronavirus cases and boughtâ€¦ https://t.co/YXp6eQ6neZ,0,Mon Nov 16 09:37:36 +0000 2020,NEGATIVE,0.8430246710777283
131,CEO of #Pfizer Inc Albert Bourla sold 62% of his stocks worth $5.56 Million on the same day the company had releaseâ€¦ https://t.co/aMVYOGbH6u,2,Thu Nov 12 09:46:28 +0000 2020,NEGATIVE,0.9996871948242188
132,A quick note I made during the Covid sell off to advisory clients. Feb- March 2020 was  indeed the most trying timeâ€¦ https://t.co/ciw9sH4e9S,0,Wed Nov 11 15:38:46 +0000 2020,NEGATIVE,0.9183067083358765
133,@zoom_us fell down 17% on @pfizer covid vaccine success trial. What an impact.which other stocks are going to come down?,0,Tue Nov 10 05:32:14 +0000 2020,NEGATIVE,0.9998244643211365
134,"Agree fully 
Now the risk reward looks tough for investors 
We still have challenges of the second wave of covid buâ€¦ https://t.co/RrKRqzPEcz",10,Tue Nov 10 03:20:39 +0000 2020,NEGATIVE,0.9671148061752319
135,BIHAR ELECTION &amp; COVID VACCINE Both going to balance the market today #Nifty #Banknifty,0,Tue Nov 10 02:47:09 +0000 2020,POSITIVE,0.5566074848175049
136,"Expecting a new narrative. Ideas, stocks, startups which will take advantage new world resultant of COVID vaccine",1,Mon Nov 09 15:45:34 +0000 2020,POSITIVE,0.6285697817802429
137,"Thanks to the wisdom acquired from experience, I managed to avoid dooms day predictions and deploy in a staggered mâ€¦ https://t.co/qHzRzEiCxX",0,Mon Nov 09 09:46:08 +0000 2020,POSITIVE,0.9930710196495056
138,"Active cases of #coronavirus is decreasing.

People are active more than before.

It is just like, everyone is bearâ€¦ https://t.co/GLI8UYQzQr",0,Mon Nov 02 16:47:31 +0000 2020,NEGATIVE,0.7100552916526794
139,"Now,we have BEST ever Auto sales numbers(YoY) and BEST ever GST collections..Covid-19 pe phado bill!
Amidst so muchâ€¦ https://t.co/7n1Fe2vVjf",0,Sun Nov 01 13:04:59 +0000 2020,POSITIVE,0.9996856451034546
140,"Bihar elections, rising Covid cases: Heres why Sensex tanked 600 pts last day

Asian shares and US stock futures slâ€¦ https://t.co/IsoXXBMKaf",1,Thu Oct 29 05:41:42 +0000 2020,NEGATIVE,0.9522976279258728
141,"Bihar elections, rising Covid cases: Heres why Sensex tanked 600 pts last day

Asian shares and US stock futures slâ€¦ https://t.co/Y09Xq7hpNx",1,Thu Oct 29 00:15:12 +0000 2020,NEGATIVE,0.9659326076507568
142,S&amp;P500 falls 3.5% &amp; Dow industrials drop more than 914 points as rising virus cases threaten more business shutdownâ€¦ https://t.co/FzThK93WXO,1,Wed Oct 28 20:16:22 +0000 2020,NEGATIVE,0.9985686540603638
143,"@FinMinIndia meeting with secretaries around 10:30 AM, may be to discuss stimulus package #coronavirus #Nifty",1,Wed Oct 28 03:43:35 +0000 2020,POSITIVE,0.7283134460449219
144,Now you know how to use the stocks of masks if the #coronavirus suddenly disappears from our country ðŸ˜€ https://t.co/znegksz12J,2,Sat Oct 24 02:28:15 +0000 2020,NEGATIVE,0.9954317808151245
145,"2 theories wrt Indian markets
- Will see bigger highs post US elections because of massive US stimulus 
- massive fâ€¦ https://t.co/vkR7LVBTgr",0,Mon Oct 19 13:14:38 +0000 2020,NEGATIVE,0.7365720272064209
146,"Good morning! 
SGX nifty up 80 pts
Asian markets up over 1 %
Dow up 100 points
Strong Sept retail sales in US
Indiaâ€¦ https://t.co/apeNMJpIdj",412,Mon Oct 19 02:12:41 +0000 2020,POSITIVE,0.995360791683197
147,Coronavirus: syringe-makers look to ramp up stocks for covid vaccines https://t.co/eIDWRojTDx,1,Fri Oct 16 05:31:30 +0000 2020,NEGATIVE,0.9979696869850159
148,"I was tracking all data commodities, Covid cases, etc..

And morning was sharing my view this doesn't luk gd to me.â€¦ https://t.co/TVHswnrYPI",1,Thu Oct 15 10:57:06 +0000 2020,NEGATIVE,0.9408325552940369
149,It was states and centeral govt employee motivation yojna.. All announcements for govt employees only. As a diwaliâ€¦ https://t.co/HEFjeZakQf,0,Mon Oct 12 08:07:23 +0000 2020,NEGATIVE,0.9996243715286255
150,"Stocks rise as Bidens victory margin widens/ increases!
@SpeakerPelosi
@chuckschumer
@JoeBiden
@DrBidenâ€¦ https://t.co/92EqcwPzFb",0,Mon Oct 05 13:48:10 +0000 2020,POSITIVE,0.9164716601371765
151,Watch Prof. Simply and Suppandi in this interesting video on the importance of starting a SIP and how it acts likeâ€¦ https://t.co/7BdUVIQSP5,0,Sun Oct 04 06:24:14 +0000 2020,POSITIVE,0.998360812664032
152,"Weekend Poll Time Guys - 

Trump's Covid+ News / #Dow &amp; #SGXNIFTY Red / SC Hearing Monday / Huge Gapdown Talks /Onâ€¦ https://t.co/w8zcLWZAnA",3,Fri Oct 02 14:08:14 +0000 2020,NEGATIVE,0.846278965473175
153,"US futures sink as Trump tests positive for Covid-19

https://t.co/KuiproJUfQ

 Download Economic Times App to stayâ€¦ https://t.co/J23JqCtIRD",1,Fri Oct 02 09:25:25 +0000 2020,NEGATIVE,0.9980486631393433
154,"@realDonaldTrump is now #covid19
Positive. Wishing you early recovery sir.

Hope Double Top is  made byâ€¦ https://t.co/rrPsvO7kOc",0,Fri Oct 02 05:16:07 +0000 2020,NEGATIVE,0.9869197607040405
155,@mepratap where is the medicine provided to covid-19 patient's .80% of the stocks are not available.What the economâ€¦ https://t.co/DprjwMImUm,0,Thu Sep 24 16:00:19 +0000 2020,NEGATIVE,0.999370276927948
156,"7% fall in last few days from sep highs.
Hardly any fall.
Markets shd reach realistic levels for healthy retail&amp;insâ€¦ https://t.co/Vi0xyi2ZtA",0,Thu Sep 24 10:35:55 +0000 2020,NEGATIVE,0.9606072902679443
157,"@Jubin_Daniel If you're asking about the bnf specifically,not much correction remaining,because first thing it didnâ€¦ https://t.co/QO9GeIGgT1",0,Wed Sep 23 16:09:35 +0000 2020,NEGATIVE,0.9977438449859619
158,"#Nifty #banknifty #sensex #nifty50 #NIFTYFUTURE #BANKNIFTYFUTURE #nasdaq #dowjones #lockdown 

""UK ponders second Câ€¦ https://t.co/5osle5hsZq",0,Mon Sep 21 10:46:08 +0000 2020,NEGATIVE,0.5770321488380432
159,"@htTweets Covid or no,Indian #PSU has been on ventilator for ages.Any delay will deepen debts&amp;further erode asset vâ€¦ https://t.co/45rMvij6Jm",0,Sat Sep 19 21:05:25 +0000 2020,NEGATIVE,0.9621092081069946
160,"Covid or no,Indian #PSU has been on ventilator for ages.Any delay will deepen debts&amp;further erode asset value.Whatâ€™â€¦ https://t.co/5Mowmjdmxd",0,Sat Sep 19 21:04:23 +0000 2020,NEGATIVE,0.9834258556365967
161,"@CNBC_Awaaz When there were very few covid cases in March Nifty tanked down to 7500, now when covid cases are arounâ€¦ https://t.co/k3TvDG3eTv",0,Sat Sep 19 14:25:22 +0000 2020,NEGATIVE,0.8417084813117981
162,"Contact me for more details, have 250 stocks already! Let me know guys! #mumbai #hospital #bedsheet #india #stockâ€¦ https://t.co/S13JBETrCM",0,Sat Sep 19 14:07:18 +0000 2020,POSITIVE,0.9220689535140991
163,"Coronavirus: Rich nations snap up vaccine stocks in global race for jab

https://t.co/7zMqKDSG7m

 Download Economiâ€¦ https://t.co/qlSBkXGC9y",1,Thu Sep 17 14:45:33 +0000 2020,POSITIVE,0.9924858808517456
164,"@rajeshtope11 @uddhavthackeray Dear Sir, Remdesivir Injection which is the most important life saving drug for a Coâ€¦ https://t.co/UrUcvldzzC",0,Thu Sep 17 08:39:59 +0000 2020,POSITIVE,0.9261782169342041
165,"If fed says US will take long long time too stabilize employment.
Just wondering how much time it will take in Indiâ€¦ https://t.co/BR54oxPLz9",0,Wed Sep 16 19:35:43 +0000 2020,NEGATIVE,0.9993793964385986
166,"Looking at this graph the only V shaped recovery is #StockMarket

- Disconnected with economy&amp; earnings
- liquidityâ€¦ https://t.co/NIgzciMRhc",1,Mon Sep 14 05:10:11 +0000 2020,NEGATIVE,0.9990414977073669
167,"#nifty
#future
#OptionsTrading 
#Trader 

infosys 1090 call sell ,sept expiry.

- â‚¹ appreciation
- Stock  had 40 %â€¦ https://t.co/odUoaQndAc",3,Tue Sep 08 08:57:51 +0000 2020,POSITIVE,0.5241461396217346
168,Did you know that #India PV has been one of the slowest growing consumer item over the past decade( even pre Covid)â€¦ https://t.co/myudC4JfRP,15,Mon Sep 07 17:49:10 +0000 2020,NEGATIVE,0.9987108707427979
169,"Whenever covid-19 vaccine will come, india will be the largest manufacturer of such vaccine. Needless to say, yourâ€¦ https://t.co/WjUlYORNbq",0,Mon Sep 07 07:41:52 +0000 2020,NEGATIVE,0.988581120967865
170,"Interesting perspective to what started a long term trend.

The trend in pharma started 2 quarters before covid camâ€¦ https://t.co/zGQZO4TnI8",10,Sun Sep 06 17:45:11 +0000 2020,POSITIVE,0.9985836744308472
171,"The post Covid situation is alarming, but the Modi Government is not ready to take care of Indian markets failing tâ€¦ https://t.co/tZqf09yutI",1,Fri Sep 04 15:23:24 +0000 2020,NEGATIVE,0.9982761144638062
172,Markets bulls on #steroids everywhere. It's #surreal in a downtrend ... Should we brace up for a 2nd 2020 crash likâ€¦ https://t.co/qttZtstolc,4,Tue Sep 01 17:00:29 +0000 2020,NEGATIVE,0.9863229990005493
173,"Sensex almost back at 40000 levels!

35 lac #covid cases , indo China border issues , GDP contraction uncertainty oâ€¦ https://t.co/ZY5vNZDncb",50,Mon Aug 31 04:00:51 +0000 2020,POSITIVE,0.9844633340835571
174,"Higher the number of #COVID infections, higher is the #NIFTY. Synomnous to more the unlocking to more number of CORâ€¦ https://t.co/p9A8kOz8BU",0,Sun Aug 30 18:30:02 +0000 2020,POSITIVE,0.9962069988250732
175,"Today Sensex is 39,300 plus which higher than the pre Covid  period. Sensex may touch 40,000 by next week.",0,Fri Aug 28 04:39:49 +0000 2020,POSITIVE,0.9000030755996704
176,Make sure you don't  have companies which are in constant loss making even before Covid 19. Exit from such stocks.â€¦ https://t.co/2odMOvi1CW,0,Thu Aug 27 17:59:49 +0000 2020,NEGATIVE,0.999447762966156
177,"Time pass theme is going to see big come back in Equity markets as impact of covid is getting over slowly. Travel,â€¦ https://t.co/iDYfjp3ao6",10,Sun Aug 23 19:22:00 +0000 2020,POSITIVE,0.7511003017425537
178,Unpopular Opinion: People who bought stocks in March saying Coronavirus will be gone in a month and/or vaccine is câ€¦ https://t.co/6Y6RrFEKbx,28,Thu Aug 20 19:04:04 +0000 2020,NEGATIVE,0.9999386072158813
179,"@TickertapeIN hi sir m regular viewer of ur youTube channel.. 
Plz make video on Banking industry after covid 19 Moâ€¦ https://t.co/Q7FjkFo2HI",1,Thu Aug 20 14:36:33 +0000 2020,POSITIVE,0.5152035355567932
180,Follow @BenignCapital Today's motivation #financialindependence #invest #financecoach #financialgoals #covidâ€¦ https://t.co/GWVvVhRk2B,4,Thu Aug 20 04:32:36 +0000 2020,NEGATIVE,0.7214374542236328
181,BREAKING NEWS: Newly discovered side effects of coronavirus include an irresistible urge to buy stocks at any priceâ€¦ https://t.co/aD2UEy6XlQ,2,Wed Aug 19 13:05:44 +0000 2020,POSITIVE,0.5203776955604553
182,#StockMarket Signalling green to continue. #MonsoonGood #KharifCrop #RuralEconomy #GoldSilver sustaining on top atâ€¦ https://t.co/eVkMYsqxP4,0,Mon Aug 17 22:19:42 +0000 2020,POSITIVE,0.8738082647323608
183,"#COVID19 #StockMarket #JohnsonJohnson #BiologicalE ties up with @JanssenPharmaceutica 
for COVID-19 vaccine productâ€¦ https://t.co/tGof9tSxp5",0,Fri Aug 14 01:40:02 +0000 2020,POSITIVE,0.9352001547813416
184,"#COVID #Covid_19 #COVID__19
#coronavirus #CoronavirusPandemic

@amazon | @Walmart | @Apple and @Google stocks are râ€¦ https://t.co/C2voiuIL6k",0,Thu Aug 13 08:16:14 +0000 2020,NEGATIVE,0.5153389573097229
185,#pnb CMP 32.65 sl 28 Target 42-52-62. #NIFTYFUTURE #Nifty #BinodMeme #binod #BANKNIFTYFUTURE  #Punjabâ€¦ https://t.co/WL3w1kSYXF,1,Tue Aug 11 07:26:29 +0000 2020,POSITIVE,0.7898590564727783
186,@BMTheEquityDesk The COVID made me learnt to buy only quality stocks,3,Mon Aug 10 15:00:56 +0000 2020,NEGATIVE,0.9993621706962585
187,@AnyBodyCanFly I did guess Indian Hotels yesterday. It's my proxy in real estate investment. Capex is done. No shorâ€¦ https://t.co/baRsJr9RcA,0,Mon Aug 10 09:08:03 +0000 2020,POSITIVE,0.5778178572654724
188,@moneycontrolcom @ETMarkets @ETNOWlive @EconomicTimes @WSJ @MorganStateU @bsindia @StanChart_India @republicâ€¦ https://t.co/nL0FJcFThq,0,Sat Aug 08 07:18:30 +0000 2020,POSITIVE,0.6775413155555725
189,"Dow, SNP n Nasdaq all time high. There is no lockdown. Only tourism Airlines Hotel Indstry sufrng . Let's assume thâ€¦ https://t.co/kYYoRYOidm",26,Fri Aug 07 11:25:00 +0000 2020,NEGATIVE,0.9827356338500977
190,"#StockMarket #GoldmanSachs says Investors are underestimating the probability &amp; chances of COVID vaccine in 2020, aâ€¦ https://t.co/qQspdRF9L5",0,Thu Aug 06 23:13:50 +0000 2020,NEGATIVE,0.9936586022377014
191,#StockMarket Yes locked in COVID Lockdown of Uppercircuit. Victory hoorah for YES BANK retail Investors. JAGO BHARAâ€¦ https://t.co/BCdEBuoqkc,0,Thu Aug 06 03:50:44 +0000 2020,POSITIVE,0.972751259803772
192,"Reality check for those who think Corona is not here to stay
Stocks directly related to Covid treatment and testingâ€¦ https://t.co/YLJf6fhDiz",36,Thu Aug 06 02:45:39 +0000 2020,NEGATIVE,0.9997199177742004
193,#StockMarket Chinese economy bounces back; expands 3.2% as coronavirus curbs lifted. China has exported billions ofâ€¦ https://t.co/6o1P7ry3gT,0,Wed Aug 05 16:08:56 +0000 2020,NEGATIVE,0.9664132595062256
194,"#StockMarket US economy faces significant risks, long road to recovery: IMF. There treamendous uncertainties surrouâ€¦ https://t.co/0BiiPSmNud",0,Wed Aug 05 15:41:43 +0000 2020,NEGATIVE,0.9833263754844666
195,Drug major S P I on Tuesday said it has launched antiviral drug Favipiravir under the brand name 'FluGuard' for theâ€¦ https://t.co/bE7HSGE4e9,2,Wed Aug 05 03:04:21 +0000 2020,NEGATIVE,0.8484147787094116
196,Will Moderna Get Away With Charging 50% More Than Pfizer for Its Coronavirus Vaccine? @themotleyfool #stocks $MRNAâ€¦ https://t.co/DaUMBBNkZR,2,Tue Aug 04 15:14:40 +0000 2020,NEGATIVE,0.9972435235977173
197,One company I discussed was ITI govt firm DRDO tieup was 85 that time 2 months back arnd govt firm and into telecomâ€¦ https://t.co/14rVL0J3wF,0,Tue Aug 04 13:16:23 +0000 2020,NEGATIVE,0.9149355888366699
198,"#StockMarket #COVID19 compelled people to take ""DAVA"" @Pharmashare ""CHAICOFFEE"" @Teaestateshare ""GUDSHAKKAR""â€¦ https://t.co/Og89bueFzr",0,Tue Aug 04 08:17:56 +0000 2020,NEGATIVE,0.9943634271621704
199,"In these uncertain times due to covid-19 would suggest investors to be sector specific, for me two sectors stands oâ€¦ https://t.co/bcbPWofqXp",1,Mon Aug 03 16:23:01 +0000 2020,NEGATIVE,0.999076247215271
200,"You will get time up to 21.04.2021 to buy very good Stocks this time. Nor it will be ""V""-SHAPE neither ""U""-shape reâ€¦ https://t.co/h21OgisVoa",0,Sun Aug 02 14:52:19 +0000 2020,NEGATIVE,0.554536759853363
201,#StockMarket The Ultimately Market will move Northward only in coming year. The stability will depend on the actualâ€¦ https://t.co/bFEBuf7Vxd,0,Sun Aug 02 14:32:58 +0000 2020,NEGATIVE,0.9984297156333923
202,Last 10 years I hv been seeing from August sugar stocks rise. N till 15th Oct rally is over. Though this year due tâ€¦ https://t.co/ODvrF89cE9,18,Sat Aug 01 06:15:23 +0000 2020,NEGATIVE,0.8768463134765625
203,"Done all target 187 SBI new day low.
#AxisBank #sbin #NewEducationPolicy2020 #winmetawin #COVID__19â€¦ https://t.co/JmQ3HVeWRn",0,Thu Jul 30 08:44:35 +0000 2020,NEGATIVE,0.633446216583252
204,#StockMarket  #DRL DR. REDDY'S LAB WORLD CLASS AT PAR DIFFERENT FROM OTHERS. SERVICE FOR THE NOBILITY CAUSE OF NATIâ€¦ https://t.co/d80bATKmcz,0,Thu Jul 30 03:40:54 +0000 2020,POSITIVE,0.9925109148025513
205,"#StockMarket The COVID has impacted the Avaition, Leisure, Hospitality &amp; Tourism Industries treamendously. Refrainâ€¦ https://t.co/rgKMVKxmoE",0,Thu Jul 30 01:07:14 +0000 2020,NEGATIVE,0.9365906715393066
206,"Shorted reliance two times....hahaha .dar ke aage jit hai
#gaandnaiphati #shortsell #relianceentertainmentâ€¦ https://t.co/pAVStM1w1E",0,Wed Jul 29 13:16:49 +0000 2020,NEGATIVE,0.9998294115066528
207,#StockMarket  Share  Bazar mein Jinda rahana hein to himmat aur dharya rakho. Slow but steady different companies mâ€¦ https://t.co/0XwyxxJYfE,0,Tue Jul 28 04:03:45 +0000 2020,POSITIVE,0.913811445236206
208,#coronavirus #coronavirusinindia #nasdaq #dowjones #Nifty #banknifty #sensex #nifty50 #NIFTYFUTURE #BANKNIFTYFUTUREâ€¦ https://t.co/WnaddzmoGs,0,Tue Jul 28 00:52:22 +0000 2020,POSITIVE,0.9611687660217285
209,"With economy and employment at it's lowest. Covid-19 hitting every sector hard, taking from banks to automobiles buâ€¦ https://t.co/AgHdOC6HcF",2,Mon Jul 27 08:37:17 +0000 2020,NEGATIVE,0.9990574717521667
210,EURUSD second target coming soon. Trading around 1.1703 levels. #EURUSD #EURINR #NIFTY #FOREX #forexsignals #Covidâ€¦ https://t.co/zQk3GyagzI,4,Mon Jul 27 04:40:46 +0000 2020,POSITIVE,0.8613032698631287
211,"Kudlow says coronavirus relief will include $1,200 checks and extension of eviction moratoriumâ€¦ https://t.co/dXdEJvyAOm",0,Sun Jul 26 13:55:09 +0000 2020,NEGATIVE,0.9964973330497742
212,#StockMarket ICICI Bank Q1: COVID caution dominates yet another quarter; future uncertainty due to Pandemic. Wait &amp;â€¦ https://t.co/f1RUx3torv,0,Sat Jul 25 21:48:35 +0000 2020,NEGATIVE,0.9705312252044678
213,"ICICI Bank Q1 results: Profit rises 36% to Rs 2,599 cr, misses Street estimates; bank makes Rs 5,550 cr in Covid-reâ€¦ https://t.co/ILfZKf4LeK",7,Sat Jul 25 19:01:46 +0000 2020,NEGATIVE,0.9962077140808105
214,@Tradersschoice Excellent call ITI . You are master on analysing the stocks . You made weekend of many. But where tâ€¦ https://t.co/YKxrrCZGU3,3,Fri Jul 24 15:17:21 +0000 2020,POSITIVE,0.9919614195823669
215,The daily corona virus cases in india  are more than the daily sensex rateðŸ˜‚ðŸ˜‚ #COVID19India #CoronaUpdatesInIndiaâ€¦ https://t.co/OkVvNUCS4f,3,Fri Jul 24 05:26:21 +0000 2020,NEGATIVE,0.5218328237533569
216,Stocks are reaching new highs just like COVID-19 cases.,4,Thu Jul 23 05:58:51 +0000 2020,POSITIVE,0.8794060945510864
217,#StockMarket #PUBLICSECTORBANKS #SBI #UNIONBANK #PNB #BOB #CBI #IOB LOOK INTO THE LIST. IN COMING YEARS POST COVIDâ€¦ https://t.co/QfFImdESK8,0,Wed Jul 22 16:06:18 +0000 2020,POSITIVE,0.9957448840141296
218,"Account opening is FREE for TODAY!

.
.
.
.
.
.
.
.
#karimnagar #hyderabad #coronavirus #covid19
#stockmarketâ€¦ https://t.co/VlFfSCagdk",0,Wed Jul 22 04:29:40 +0000 2020,NEGATIVE,0.9973611235618591
219,#StockMarket  A friend of Northern India has asked regarding Huge quantity of shares being purchased by a relativeâ€¦ https://t.co/V1FTPMNi4T,0,Tue Jul 21 01:54:53 +0000 2020,NEGATIVE,0.8239030241966248
220,#StockMarket The Markets &amp; Economy are in a total disconnect. Low interest rates are having a good meaningful conseâ€¦ https://t.co/BmvLn9GN7B,0,Mon Jul 20 11:34:42 +0000 2020,NEGATIVE,0.9998383522033691
221,Corona cases and sensex both are competing every body thinks both will go down but happens opposite !!! #COVID__19â€¦ https://t.co/ujTn86c8qM,2,Sun Jul 19 14:17:37 +0000 2020,POSITIVE,0.7320964932441711
222,"Covid-19 Cases In India vs Nifty50
#Nifty #nifty50 #coronavirus #IndiaFightsCorona https://t.co/SB9v7wGAuu",1,Sat Jul 18 07:13:52 +0000 2020,POSITIVE,0.98653244972229
223,#StockMarket #Moneycontrol #ZeeBusiness VLS  possess financial asset with value of Rs.2200 crore at present. It hasâ€¦ https://t.co/KLdwgPlyvW,0,Thu Jul 16 16:53:33 +0000 2020,POSITIVE,0.8747370839118958
224,@Ajay_Bagga But unfortunately Covid-19 and its new daily high numbers are just a news now &amp; not a Breaking News. Stâ€¦ https://t.co/AP4W55r7X1,1,Thu Jul 16 15:00:42 +0000 2020,NEGATIVE,0.9861786365509033
225,Oh my god... #india #coronavirus #nifty #NIFTYFUTURE https://t.co/AgLCyUFHxy,0,Thu Jul 16 05:38:45 +0000 2020,NEGATIVE,0.8760084509849548
226,@KarvyStock @KarvyVictims @VictimsKarvy @AmitabhC_Karvy @PMOIndia - Karvy is holding my stocks in pool acct from maâ€¦ https://t.co/ozxMQCTEQ4,1,Thu Jul 16 01:27:54 +0000 2020,POSITIVE,0.985770583152771
227,"RIL 43rd AGM LIVE: Google to invest Rs 33,737 crore in Jio Platforms https://t.co/avrMFlZjsu",0,Wed Jul 15 09:11:22 +0000 2020,NEGATIVE,0.7930841445922852
228,"RIL 43rd AGM LIVE: Google to invest Rs 33,737 crore in Jio Platforms

https://t.co/EY5lGScMxT",3,Wed Jul 15 08:53:36 +0000 2020,NEGATIVE,0.6375824213027954
229,"Asia stocks mostly higher as hopes for a coronavirus vaccine rise

https://t.co/wwjxjKmPDI",0,Wed Jul 15 02:20:23 +0000 2020,NEGATIVE,0.9866718649864197
230,"Anticipating poor show in Q1 due to coronavirus / lockdown , both DII &amp; FII are selling stocks before results comeâ€¦ https://t.co/6BB6IKTBAa",0,Tue Jul 14 14:19:22 +0000 2020,NEGATIVE,0.9997764229774475
231,#Tesla is a great company .. but this . Is this for real???  Mkt Cap almost 8 times in just 1 year. And then more tâ€¦ https://t.co/EMiBHd9z74,7,Mon Jul 13 14:29:27 +0000 2020,NEGATIVE,0.996766209602356
232,"BothHDFC Bank and HDFC are at their day's lows. If it weren't for Reliance Industries 2% gain, Nifty would have beeâ€¦ https://t.co/BfzX0qL4O1",1,Mon Jul 13 11:23:04 +0000 2020,NEGATIVE,0.9990701079368591
233,"#NIfty #Sensex are disjointed with reality. Sales are down , profits are down , margin is under pressure for all coâ€¦ https://t.co/lsHeAyYyOQ",0,Mon Jul 13 03:05:40 +0000 2020,NEGATIVE,0.9987626075744629
234,@AshishStockTalk If you put your money spent in stocks during Covid-19 beginning period you will get free car as on today,0,Sun Jul 12 15:34:43 +0000 2020,NEGATIVE,0.9838582873344421
235,#Delhi mein #AmitShah ne kya jaadu kiya hai? Cases declining like Sensex did few months ago. #coronavirus,0,Sun Jul 12 07:40:14 +0000 2020,NEGATIVE,0.9932816028594971
236,"Dear Modiji,

You sent HCQ to Trump overnight on one phone call. Now India desparately needs Remdesivir and Actemarâ€¦ https://t.co/zitoybCPrx",0,Sat Jul 11 16:05:28 +0000 2020,NEGATIVE,0.998654842376709
237,@CMOMaharashtra @WHO @rajeshtope11 @MoHFW_INDIA government should take official stock of medicines related to covidâ€¦ https://t.co/CkrtkAeEW8,3,Sat Jul 11 09:45:10 +0000 2020,NEGATIVE,0.938054084777832
238,#StockMarket A V-shape recovery unlikely; brokerages are betting on these 10 largecaps which have strong business bâ€¦ https://t.co/Lg1JvIvscs,0,Fri Jul 10 04:41:40 +0000 2020,NEGATIVE,0.9993283748626709
239,"Net profit of Indiaâ€™s largest software services exporter fell 13% sequentially to Rs 7,049 crore.â€¦ https://t.co/pib80F4DUg",0,Thu Jul 09 23:38:40 +0000 2020,NEGATIVE,0.9979763627052307
240,"#DevendraFadnavis You are taking stocks of the situation from ground zero, from administrative angle from people'sâ€¦ https://t.co/cexIpph6i4",0,Thu Jul 09 18:10:13 +0000 2020,NEGATIVE,0.9934657216072083
241,This is a perfect opportunity for #MakeInIndia. The stocks of masks and PPEs are surplus in India. Will we grab thiâ€¦ https://t.co/sMS1qPU8Qz,3,Thu Jul 09 16:53:08 +0000 2020,POSITIVE,0.9565712809562683
242,"Not bad as we expected out of Covid crisis globally. Things shall improve drastically in Q2. 

#TCS #TataSonsâ€¦ https://t.co/gGisaHAHzf",1,Thu Jul 09 13:53:18 +0000 2020,POSITIVE,0.9078237414360046
243,@jimkimmit @amitabhk87 @zerodhaonline Sensex isn't going up.. it's just recovering to pre covid levels.,1,Tue Jul 07 05:00:05 +0000 2020,NEGATIVE,0.9999793767929077
244,"Investors are searching good stocks in beaten down sectors, Auto sector was suffering before covid happens and saleâ€¦ https://t.co/ilLuSF5tYX",13,Tue Jul 07 04:25:10 +0000 2020,NEGATIVE,0.9980650544166565
245,@NileshShah68 ;Kindly explain why we havenâ€™t seen the similar crash in Nifty &amp; in Sensex during Covid that we obserâ€¦ https://t.co/G0B3T4QZQP,0,Tue Jul 07 03:46:28 +0000 2020,NEGATIVE,0.7374569773674011
246,"@realDonaldTrump Fake
https://t.co/wp4xL7V8c1",0,Mon Jul 06 16:56:35 +0000 2020,NEGATIVE,0.9991564750671387
247,"#Nifty on the Rise again!
Read our report and find out what to expect in the coming time.
Don't forget to share ourâ€¦ https://t.co/QyT6BqFzAG",2,Mon Jul 06 05:45:33 +0000 2020,POSITIVE,0.9982864260673523
248,"https://t.co/TlbzwPqebX â€œIn the coming session, keep a close eye on the economic development activities, crude oilâ€¦ https://t.co/4pGYsXI6Hg",35,Fri Jul 03 12:21:53 +0000 2020,POSITIVE,0.8919326663017273
249,Copper looks weak some signs of reversal in place. Short term MA given cross under med term MA on smaller TF &amp; RSIâ€¦ https://t.co/jIPjjeYJZk,1,Thu Jul 02 12:21:56 +0000 2020,NEGATIVE,0.9999605417251587
250,@StocksResearch So stocks going up on mere news of sales reaching pre covid levels but no one even checking sales aâ€¦ https://t.co/KgGy3cDFOs,0,Thu Jul 02 05:32:32 +0000 2020,NEGATIVE,0.9861814379692078
251,Nifty witnesses best quarter in 11 years even as COVID-19 cases spike; 16 stocks that rose more than 100% https://t.co/emDW9xDMlm,1,Tue Jun 30 15:51:57 +0000 2020,POSITIVE,0.995363712310791
252,@Capital_Artist Just a matter of time when all the factories shut down volunterly coz of covid cases. Expecting nifâ€¦ https://t.co/EYZNOIHgOi,2,Mon Jun 29 14:14:03 +0000 2020,NEGATIVE,0.9994694590568542
